"activitat_id","activitat","aula_id","startdate","duedate","grade"
"182","Pregunta 5 PRU (1 punt Correcció automàtica 0,25 Funciona -  0,75 fet sense For o While)","87","0","1642678200","100"
"183","Pregunta 6 (1 punt Correcció automàtica 0,75 -  Manual 0,25)","87","0","1642678200","100"
"184","Pregunta 6 PRU (1 punt Correcció automàtica 0,75 -  Manual 0,25)","87","0","1642678200","100"
"185","Pregunta 7 (3 punt. Correcció automàtica 2,5 -  Manual 0,5)","87","0","1642678500","100"
"186","Pregunta 7 PRU (3 punt. Correcció automàtica 2,5 -  Manual 0,5)","87","0","1642678500","100"
"187","Pregunta 8 (1,5 punt. Correcció automàtica 1,25 -  Manual 0,25)","87","0","1642678200","100"
"188","Pregunta 8 PRU (1,5 punt. Correcció automàtica 1,25 -  Manual 0,25)","87","0","1642678200","100"
"189","Pregunta 1  (1 punt Funciona 0,75 + Correcció 0,25)","87","0","1643799600","100"
"190","Pregunta 1  PRU (1 punt Funciona 0,75 + Correcció 0,25)","87","0","1643711400","100"
"191","Pregunta 2 (1 punt Funciona 0,75 + Correcció 0,25)","87","0","1643799600","100"
"192","Pregunta 2 PRU (1 punt Funciona 0,75 + Correcció 0,25)","87","0","1643711400","100"
"193","Pregunta 3 (1 punt Funciona 0,25 Funciona -  0,75 fet amb list comprehension)","87","0","1643799600","100"
"194","Pregunta 3  PRU(1 punt Funciona 0,25 Funciona -  0,75 fet amb list comprehension)","87","0","1643711400","100"
"195","Pregunta 4  (1 punt Funciona 0,75 + Correcció 0,25)","87","0","1643799600","100"
"196","Pregunta 4  PRU (1 punt Funciona 0,75 + Correcció 0,25)","87","0","0","100"
"197","Pregunta 5  (0,5 punts Funciona 0,5)","87","0","1643799600","100"
"198","Pregunta 5 PRU  (0,5 punts Funciona 0,5)","87","0","0","100"
"199","Pregunta 6 (1,5 punts Funciona 1,2 + Correcció 0,3)","87","0","1643799600","100"
"200","Pregunta 6 PRU (1,5 punts Funciona 1,2 + Correcció 0,3)","87","0","0","100"
"201","Pregunta 7 (2,5 punts Funciona 2 + Correcció 0,5)","87","0","1643801400","100"
"202","Pregunta 7 PRU (2,5 punts Funciona 2 + Correcció 0,5)","87","0","1643711400","100"
"203","Pregunta 8  (1,5 punts Funciona 1,2 + Correcció 0,3)","87","0","1643799600","100"
"204","Pregunta 8  PRU (1,5 punts Funciona 1,2 + Correcció 0,3)","87","0","0","100"
"205","Problema 1: Funció load_data","87","0","0","100"
"206","Problema 2: Funció filter_and_select","87","0","0","100"
"207","Problema 3: Funció check","87","0","0","100"
"208","Problema 4: Codi principal del programa","87","0","0","100"
"209","Problema 5: Classe Film","87","0","0","100"
"210","Problema 6: Funció inv_diccionari","87","0","0","100"
"211","Problema 7: Funció Hamming","87","0","0","100"
"212","Problema x.5: Sumatori d'un nombre (versió recursiva)","87","0","0","100"
"213","Problema x.30: Sèrie de Fibonacci (versió recursiva)","87","0","0","100"
"214","Problema x.32: Mínim comú divisor","87","0","0","100"
"215","Problema 8.1: Classe Point","87","0","0","100"
"216","Problema 8.2: Classe Rectangle","87","0","0","100"
"217","Problema 5a.3: Nombre d'aprovats","87","0","0","100"
"362","Problema 1.1 - Hello world!!!","92","0","0","100"
"363","Problema 1.2 - Hello world!!! ++","92","0","0","100"
"364","PROVA Problema 3a.11: Mitjana de notes","92","0","0","100"
"365","PROVA Problema 3a.12: Funcio Mitjana de notes","92","0","0","100"
"366","Problema 3a.1: Càlcul edat","92","0","0","100"
"367","Problema 3a.8: Conversió dòlars a euros","92","0","0","100"
"368","Problema 3a.11: Mitjana de notes","92","0","0","100"
"369","Problema 3a.13: Conversió Celsius a Fahrenheit","92","0","0","100"
"370","Problema 3a.15: Expressions aritmètiques amb divisions","92","0","0","100"
"371","Problema 3a.17: Unitats de miler","92","0","0","100"
"372","Problema 3a.2: Expressions booleanes","92","0","0","100"
"373","Problema 3a.3: Operadors lògics","92","0","0","100"
"374","Problema 3a.4: Operadors lògics (II)","92","0","0","100"
"375","Problema 3a.18: Inicials nom i cognom","92","0","0","100"
"376","Problema 3a.20: Caràcters i codi ASCII","92","0","0","100"
"377","Problema 3a.21: Expressions lògiques","92","0","0","100"
"378","(OPCIONAL) Problema 3b.1: És de l'interval?","92","0","0","100"
"379","Problema 3b.2: Sumar un segon","92","0","0","100"
"380","Problema 3b.10: Edat de treballar","92","0","0","100"
"381","Problema 3b.12: Ordenar dos nombres","92","0","0","100"
"382","(OPCIONAL) Problema 3b.3: Positiu o negatiu?","92","0","0","100"
"383","Problema 3b.4: Vocal o Consonant?","92","0","0","100"
"384","Problema 3b.14: Menor o major d'edat","92","0","0","100"
"385","Problema 3b.17: Any de traspàs","92","0","0","100"
"386","Problema 3b.5: Positiu, negatiu o zero?","92","0","0","100"
"387","Problema 3b.6: Càlcul Salari","92","0","0","100"
"388","Problema 3b.19: Edat i treball","92","0","0","100"
"389","(OPCIONAL) Problema 3b.20: Iguals o diferents?","92","0","0","100"
"390","Problema 3b.22: Càlcul del preu final","92","0","0","100"
"391","Problema 3b.25: Nota acta","92","0","0","100"
"392","Problema 3b.27: El més gran de quatre números","92","0","0","100"
"393","Problema 3b.7: Menú de tasques","92","0","0","100"
"394","(OPCIONAL) Problema 3b.8: Vocal o consonant? (versió 2)","92","0","0","100"
"395","Problema 3b.31: Canvi de divises","92","0","0","100"
"396","(OPCIONAL) Problema 3b.33: Zodíac xinès","92","0","0","100"
"397","Problema 3b.35: Morse","92","0","0","100"
"398","Problema 3b.36: Data correcta","92","0","0","100"
"399","(OPCIONAL) Problema 3b.37: Calculadora","92","0","0","100"
"400","Problema 3c.1: Sumatori dels 10 primers valors enters","92","0","0","100"
"401","(OPCIONAL) Problema 3c.2: Sumatori d'un nombre (do-while)","92","0","0","100"
"402","Problema 3c.8: Mitjana d'una seqüència","92","0","0","100"
"403","Problema 3c.10: Seqüència de senars?","92","0","0","100"
"404","Problema 3c.12: Rellotge digital","92","0","0","100"
"405","Problema 3c.15: Calculadora multi-operació","92","0","0","100"
"406","(OPCIONAL) Problema 3c.3: Sumatori dels 10 primers valors enters","92","0","0","100"
"407","Problema 3c.4: Sumatori d'un nombre (while)","92","0","0","100"
"408","Problema 3c.17: Mitjana d'una seqüència (while)","92","0","0","100"
"409","(OPCIONAL) Problema 3c.19: Seqüència de senars? (while)","92","0","0","100"
"410","Problema 3c.20: Màxim i mínim d'una seqüència","92","0","0","100"
"411","(OPCIONAL) Problema 3c.22: Estadística de notes","92","0","0","100"
"412","Problema 3c.23: És primer?","92","0","0","100"
"413","(OPCIONAL) Problema 3c.5: Sumatori dels 10 primers valors enters","92","0","0","100"
"414","Problema 3c.6: Sumatori d'un nombre (for)","92","0","0","100"
"415","Problema 3c.26: Sèries numèriques","92","0","0","100"
"416","Problema 3c.28: Positius i negatius","92","0","0","100"
"417","Problema 3c.30: Suma, producte i mitjana","92","0","0","100"
"418","Problema 3c.32: Potències de 2 menors que N","92","0","0","100"
"419","Problema 3c.16: Endevina un número","92","0","0","100"
"420","Problema 4.1: Càlcul de permutacions","92","0","0","100"
"421","Problema 4.2: Valor aleatori","92","0","0","100"
"422","(OPCIONAL) Problema 4.7: Centenes d'un nombre","92","0","0","100"
"423","Problema 4.9: Potència d'un nombre","92","0","0","100"
"424","Problema 4.11: Divisió amb sumes i restes","92","0","0","100"
"425","Problema 4.13: Sèrie de Fibonacci","92","0","0","100"
"426","(OPCIONAL) Problema 4.3: Alerta","92","0","0","100"
"427","Problema 4.4: Dues xifres","92","0","0","100"
"428","Problema 4.15: Menú calculadora","92","0","0","100"
"429","Problema 4.17: Potències","92","0","0","100"
"430","Problema 4.5: Divisió entera","92","0","0","100"
"431","Problema 4.6: Actualitzar hora","92","0","0","100"
"432","(OPCIONAL) Problema: swap","92","0","0","100"
"433","Problema 4.21: Divisió amb sumes i restes (quocient i residu)","92","0","0","100"
"434","(OPCIONAL) Problema 4.23: Funció màxim i mínim","92","0","0","100"
"435","(OPCIONAL) Problema 4.24: Coordenades polars d'un punt","92","0","0","100"
"436","Problema 4.26: Equacions quadràtiques","92","0","0","100"
"437","PROVA Problema 4.26: Equacions quadràtiques","92","0","0","100"
"438","Problema 4.27: Àrea de figures","92","0","0","100"
"439","Problema 4.28: Moviment d'un punt en la pantalla","92","0","0","100"
"440","Problema 5a.1: Declarar array unidimensional","92","0","0","100"
"441","Problema 5a.2: Inicialitzar un array","92","0","0","100"
"442","Problema 5a.3: Nombre d'aprovats","92","0","0","100"
"443","Problema 5a.7: Declaració i inicialització d'arrays","92","0","0","100"
"444","Problema 5a.8: Substituir negatius","92","0","0","100"
"445","(OPCIONAL) Problema 5a.10: Edat de començar a caminar","92","0","0","100"
"446","Problema 5a.12: Màxim d'un vector","92","0","0","100"
"447","Problema 5a.14: Estadística de temperatures","92","0","0","100"
"448","Problema 5a.4: Omplir array o acabar amb el zero","92","0","0","100"
"449","Problema 5a.5: Vector ordenat en ordre creixent","92","0","0","100"
"450","Problema 5a.15: Vector de nombres senars","92","0","0","100"
"451","Problema 5a.17: Vector amb suma acumulada de 25?","92","0","0","100"
"452","Problema 5a.19: Comparació d'arrays","92","0","0","100"
"453","Problema 5a.6: Suma de vectors","92","0","0","100"
"454","Problema 5a.20: Llibreria vectors.h","92","0","0","100"
"455","Problema 5a.21: Llibreria vectors.h (2ª part)","92","0","0","100"
"456","(OPCIONAL) Problema 5a.22: Estadística temperatures (modular)","92","0","0","100"
"457","Problema 5a.24: Histograma de temperatures","92","0","0","100"
"458","Problema 5a.26: OrdenatDecreixent","92","0","0","100"
"459","Problema 5a.28: BuscarPosicio","92","0","0","100"
"460","Problema 5a.29: InversArray","92","0","0","100"
"461","(OPCIONAL) Problema 5a.32: OrdenarVector","92","0","0","100"
"462","Problema 5b.1: Introducció als strings","92","0","0","100"
"463","Problema 5b.2: Comparar cadenes","92","0","0","100"
"464","(OPCIONAL) Problema 5b.4: Bon dia","92","0","0","100"
"465","Problema 5b.7: TrobarCaracter","92","0","0","100"
"466","Problema 5b.8: Majuscules","92","0","0","100"
"467","Problema 5b.10: Palindrom","92","0","0","100"
"468","Problema 5b.17: PrimerDiferent","92","0","0","100"
"469","Problema 5c.1: Diagonal d'una matriu","92","0","0","100"
"470","Problema 5c.2: Suma de matrius","92","0","0","100"
"471","Problema 5c.3: Inicialització de matrius","92","0","0","100"
"472","Problema 5c.4: Llibreria matrius.h","92","0","0","100"
"473","Problema 5c.6: SumaValorsMatriu","92","0","0","100"
"474","Problema 5c.9: SimetricaMatriu","92","0","0","100"
"475","Problema 5c.15: ProducteMatrius","92","0","0","100"
"476","Problema 5d.1: Creació TipusAlumne","92","0","0","100"
"477","Problema 5d.3: Llibres preferits","92","0","0","100"
"478","Problema 5d.4: Equips de futbol","92","0","0","100"
"479","Problema 5d.2: Creació Array TipusAlumne","92","0","0","100"
"480","Problema 5d.7: Tipus Poligon","92","0","0","100"
"481","Problema 5d.8: Classificació de futbol","92","0","0","100"
"482","Entrega Practica 1: Fox Rabbit","92","1665079200","1666389300","100"
"483","Entrega Practica 1: Fox Rabbit","92","1665338400","1665957300","100"
"484","RECUPERACIÓ Entrega Practica 1: Fox Rabbit","92","1606388400","1671922800","100"
"485","Entrega Practica 1: Brain Training","92","1664872200","1665438900","100"
"486","Entrega Practica 1: Brain Training","92","1665048060","1665611700","100"
"487","RECUPERACIÓ Entrega Practica 1: Brain Training","92","0","1671199500","100"
"488","Entrega Practica 2: Duel de Pistolers","92","1571380200","1636066500","100"
"489","Entrega Practica 2: Duel de Pistolers","92","1571553000","1636239300","100"
"490","RECUPERACIÓ Entrega Practica 2: Duel de Pistolers","92","0","1640300100","100"
"491","Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock","92","1665469800","1666043700","100"
"492","Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock","92","1665642600","1666216500","100"
"493","RECUPERACIÓ Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock","92","0","1671192300","100"
"494","Entrega Practica 3 - 4: MasterMind","92","1666081440","1667256900","100"
"495","Entrega Practica 3 - 4: MasterMind","92","1666253400","1667429700","100"
"496","RECUPERACIÓ Entrega Practica 3 - 4: MasterMind","92","0","1671192300","100"
"497","Entrega Practica 5: Master Mind Multijugador","92","1571380200","1637967300","100"
"498","Entrega Practica 5: Master Mind Multijugador","92","1571553000","1638140100","100"
"499","RECUPERACIÓ Entrega Practica 5: Master Mind Multijugador","92","0","1640300100","100"
"500","Entrega Pràctica 5: BlackJack","92","1667891700","1668466500","100"
"501","Entrega Pràctica 5: BlackJack","92","1668063900","1668639300","100"
"502","RECUPERACIÓ Entrega Pràctica 5: BlackJack","92","0","1671192300","100"
"503","Entrega Pràctica 5: Encriptació","92","0","1576745700","100"
"504","Entrega Pràctica 5: Encriptació","92","0","1605740100","100"
"505","RECUPERACIÓ Entrega Pràctica 5: Encriptació","92","1578826800","1578828600","100"
"1425","Problema 1.1 - Hello world!!!","114","0","0","100"
"1426","Problema 1.2 - Hello world!!! ++","114","0","0","100"
"1427","PROVA Problema 3a.11: Mitjana de notes","114","0","0","100"
"1428","PROVA Problema 3a.12: Funcio Mitjana de notes","114","0","0","100"
"1429","Problema 3a.1: Càlcul edat","114","0","0","100"
"1430","Problema 3a.8: Conversió dòlars a euros","114","0","0","100"
"1431","Problema 3a.11: Mitjana de notes","114","0","0","100"
"1432","Problema 3a.13: Conversió Celsius a Fahrenheit","114","0","0","100"
"1433","Problema 3a.15: Expressions aritmètiques amb divisions","114","0","0","100"
"1434","Problema 3a.17: Unitats de miler","114","0","0","100"
"1435","Problema 3a.2: Expressions booleanes","114","0","0","100"
"1436","Problema 3a.3: Operadors lògics","114","0","0","100"
"1437","Problema 3a.4: Operadors lògics (II)","114","0","0","100"
"1438","Problema 3a.18: Inicials nom i cognom","114","0","0","100"
"1439","Problema 3a.20: Caràcters i codi ASCII","114","0","0","100"
"1440","Problema 3a.21: Expressions lògiques","114","0","0","100"
"1441","(OPCIONAL) Problema 3b.1: És de l'interval?","114","0","0","100"
"1442","Problema 3b.2: Sumar un segon","114","0","0","100"
"1443","Problema 3b.10: Edat de treballar","114","0","0","100"
"1444","Problema 3b.12: Ordenar dos nombres","114","0","0","100"
"1445","(OPCIONAL) Problema 3b.3: Positiu o negatiu?","114","0","0","100"
"1446","Problema 3b.4: Vocal o Consonant?","114","0","0","100"
"1447","Problema 3b.14: Menor o major d'edat","114","0","0","100"
"1448","Problema 3b.17: Any de traspàs","114","0","0","100"
"1449","Problema 3b.5: Positiu, negatiu o zero?","114","0","0","100"
"1450","Problema 3b.6: Càlcul Salari","114","0","0","100"
"1451","Problema 3b.19: Edat i treball","114","0","0","100"
"1452","(OPCIONAL) Problema 3b.20: Iguals o diferents?","114","0","0","100"
"1453","Problema 3b.22: Càlcul del preu final","114","0","0","100"
"1454","Problema 3b.25: Nota acta","114","0","0","100"
"1455","Problema 3b.27: El més gran de quatre números","114","0","0","100"
"1456","Problema 3b.7: Menú de tasques","114","0","0","100"
"1457","(OPCIONAL) Problema 3b.8: Vocal o consonant? (versió 2)","114","0","0","100"
"1458","Problema 3b.31: Canvi de divises","114","0","0","100"
"1459","(OPCIONAL) Problema 3b.33: Zodíac xinès","114","0","0","100"
"1460","Problema 3b.35: Morse","114","0","0","100"
"1461","Problema 3b.36: Data correcta","114","0","0","100"
"1462","(OPCIONAL) Problema 3b.37: Calculadora","114","0","0","100"
"1463","Problema 3c.1: Sumatori dels 10 primers valors enters","114","0","0","100"
"1464","(OPCIONAL) Problema 3c.2: Sumatori d'un nombre (do-while)","114","0","0","100"
"1465","Problema 3c.8: Mitjana d'una seqüència","114","0","0","100"
"1466","Problema 3c.10: Seqüència de senars?","114","0","0","100"
"1467","Problema 3c.12: Rellotge digital","114","0","0","100"
"1468","Problema 3c.15: Calculadora multi-operació","114","0","0","100"
"1469","(OPCIONAL) Problema 3c.3: Sumatori dels 10 primers valors enters","114","0","0","100"
"1470","Problema 3c.4: Sumatori d'un nombre (while)","114","0","0","100"
"1471","Problema 3c.17: Mitjana d'una seqüència (while)","114","0","0","100"
